CustomerID,Tenure_Months,Monthly_Charges,Total_Tickets,Contract_Type,Tech_Support,Churn
703,28,119.41,5,Month-to-month,No,0
704,39,119.41,0,Two year,No,0
705,57,119.41,9,Two year,Yes,1
706,17,119.41,4,Two year,No,0
707,44,119.41,7,One year,Yes,1
708,25,119.41,4,One year,No,0
709,17,119.41,8,One year,Yes,0
710,13,119.41,5,Two year,No,0
711,25,119.41,7,Month-to-month,No,1
712,68,119.41,9,One year,No,1
713,10,119.41,7,One year,Yes,1
714,67,119.41,2,One year,Yes,0
715,18,119.41,6,Month-to-month,No,1
716,34,119.41,6,One year,Yes,1
717,8,119.41,9,One year,No,1
718,40,119.41,5,Month-to-month,Yes,0
719,42,119.41,6,One year,Yes,0
720,41,119.41,1,Month-to-month,Yes,0
721,6,119.41,8,Two year,No,1
722,52,119.41,9,One year,No,1
723,26,119.41,9,One year,No,1
724,64,119.41,0,Month-to-month,Yes,0
725,59,119.41,0,Month-to-month,No,0
726,56,119.41,2,One year,No,0
727,59,119.41,2,Month-to-month,No,0
728,70,119.41,0,One year,Yes,0
729,33,119.41,6,Month-to-month,No,1
730,53,119.41,3,Two year,No,0
731,22,119.41,9,One year,No,1
732,21,119.41,1,Month-to-month,Yes,0
733,70,119.41,9,One year,Yes,1
734,70,119.41,4,Two year,Yes,0
735,4,119.41,5,One year,No,0
736,62,119.41,8,Month-to-month,No,1
737,62,119.41,3,One year,No,0
738,24,119.41,1,Month-to-month,No,0
739,55,119.41,4,Month-to-month,No,0
740,9,119.41,2,Month-to-month,No,1
741,3,119.41,1,One year,No,0
742,31,119.41,0,Month-to-month,No,0
743,40,119.41,9,Two year,No,1
744,36,119.41,1,Month-to-month,No,0
745,24,119.41,5,Month-to-month,No,0
746,6,119.41,7,Month-to-month,No,1
747,66,119.41,2,Month-to-month,No,0
748,4,119.41,8,One year,Yes,1
749,6,119.41,8,Month-to-month,No,1
750,51,119.41,1,Month-to-month,Yes,0
751,62,119.41,7,Month-to-month,Yes,1
752,57,119.41,9,Month-to-month,No,1
753,66,119.41,4,Month-to-month,No,0
754,8,119.41,3,One year,No,0
755,26,119.41,9,One year,No,1
756,51,119.41,4,One year,Yes,0
757,45,119.41,3,One year,Yes,0
758,44,119.41,7,One year,No,1
759,5,119.41,3,Two year,No,0
760,70,119.41,9,Month-to-month,Yes,1
761,26,119.41,5,Month-to-month,No,0
762,68,119.41,1,Month-to-month,No,0
763,19,119.41,4,Month-to-month,No,0
764,20,119.41,5,Month-to-month,No,0
765,12,119.41,4,One year,No,0
766,47,119.41,1,Month-to-month,No,0
767,1,119.41,6,Two year,No,1
768,14,119.41,3,Month-to-month,Yes,0
769,64,119.41,7,Month-to-month,No,1
770,38,119.41,6,Two year,No,0
771,37,119.41,6,Two year,Yes,1
772,11,119.41,8,Month-to-month,Yes,1
773,3,119.41,0,One year,No,0
774,33,119.41,9,Two year,No,1
775,6,119.41,5,Month-to-month,No,1
776,50,119.41,5,Month-to-month,Yes,0
777,10,119.41,5,Two year,No,0
778,5,119.41,5,One year,No,0
779,23,119.41,9,Month-to-month,Yes,1
780,10,119.41,6,One year,No,1
781,44,119.41,9,Month-to-month,Yes,1
782,2,119.41,5,Two year,Yes,0
783,13,119.41,0,Month-to-month,No,0
784,40,119.41,2,Two year,No,0
785,2,119.41,1,One year,Yes,0
786,65,119.41,5,Month-to-month,No,0
787,63,119.41,7,Month-to-month,Yes,1
788,17,119.41,2,One year,Yes,0
789,9,119.41,9,Two year,No,1
790,15,119.41,7,Month-to-month,No,1
791,24,119.41,7,Month-to-month,Yes,1
792,38,119.41,4,One year,No,0
793,35,119.41,7,One year,Yes,1
794,49,119.41,5,Month-to-month,No,0
795,69,119.41,4,One year,No,0
796,62,119.41,8,One year,No,1
797,60,119.41,6,Month-to-month,Yes,1
798,50,119.41,7,Month-to-month,No,1
799,9,119.41,0,Month-to-month,No,1
800,34,119.41,1,One year,No,0
801,35,119.41,7,One year,No,0
802,1,119.41,8,One year,No,1
803,40,119.41,3,Month-to-month,No,0
804,64,119.41,9,Month-to-month,No,1
805,22,119.41,9,Two year,No,1
806,60,119.41,8,Month-to-month,No,1
807,64,119.41,3,One year,No,0
808,11,119.41,9,One year,No,1
809,14,119.41,9,Month-to-month,No,1
810,60,119.41,9,Month-to-month,No,1
811,30,119.41,8,Month-to-month,No,1
812,35,119.41,6,Month-to-month,No,1
813,37,119.41,1,One year,No,0
814,5,119.41,8,Month-to-month,No,1
815,26,119.41,3,Month-to-month,No,0
816,62,119.41,7,One year,No,1
817,4,119.41,6,Month-to-month,No,1
818,42,119.41,6,One year,Yes,0
819,18,119.41,7,Month-to-month,No,1
820,40,119.41,0,Month-to-month,No,0
821,39,119.41,4,Month-to-month,No,0
822,14,119.41,1,Month-to-month,Yes,0
823,32,119.41,1,Two year,No,0
824,51,119.41,0,One year,No,0
825,38,119.41,4,Month-to-month,Yes,0
826,23,119.41,1,Month-to-month,Yes,0
827,63,119.41,3,Month-to-month,No,0
828,15,119.41,2,Month-to-month,No,0
829,25,119.41,2,Month-to-month,Yes,0
830,17,119.41,1,One year,No,0
831,66,119.41,5,Two year,No,0
832,53,119.41,1,Month-to-month,No,0
833,51,119.41,7,One year,No,0
834,39,119.41,7,Two year,No,0
835,51,119.41,4,Month-to-month,No,0
836,70,119.41,9,Two year,Yes,0
837,6,119.41,6,One year,Yes,1
838,67,119.41,3,Month-to-month,No,0
839,7,119.41,0,Two year,Yes,0
840,51,119.41,1,Month-to-month,No,0
841,42,119.41,9,Month-to-month,Yes,1
842,64,119.41,9,One year,Yes,1
843,15,119.41,3,Month-to-month,No,0
844,29,119.41,0,Month-to-month,No,0
845,33,119.41,7,Month-to-month,No,1
846,27,119.41,8,One year,Yes,0
847,36,119.41,3,One year,Yes,0
848,29,119.41,9,One year,No,0
849,38,119.41,2,Two year,No,0
850,57,119.41,1,Month-to-month,No,0
851,27,119.41,4,Month-to-month,Yes,0
852,55,119.41,2,One year,No,0
853,33,119.41,9,One year,No,0
854,68,119.41,6,Month-to-month,No,1
855,66,119.41,5,Month-to-month,No,0
856,10,119.41,0,Two year,No,0
857,5,119.41,7,Two year,No,1
858,38,119.41,1,One year,No,0
859,13,119.41,4,Month-to-month,No,0
860,31,119.41,8,Two year,Yes,0
861,47,119.41,7,Two year,Yes,0
862,52,119.41,1,One year,No,0
863,56,119.41,8,Two year,Yes,0
864,15,119.41,4,Two year,Yes,0
865,29,119.41,9,Two year,No,1
866,8,119.41,5,Two year,No,0
867,5,119.41,2,One year,No,0
868,29,119.41,2,One year,No,0
869,47,119.41,9,Month-to-month,No,1
870,68,119.41,7,One year,No,1
871,45,119.41,9,One year,No,0
872,2,119.41,9,Two year,Yes,1
873,27,119.41,1,Month-to-month,Yes,0
874,36,119.41,1,One year,No,0
875,36,119.41,4,Month-to-month,Yes,0
876,26,119.41,5,One year,Yes,0
877,43,119.41,1,One year,Yes,0
878,27,119.41,4,Month-to-month,No,0
879,69,119.41,6,One year,No,1
880,20,119.41,9,Month-to-month,No,1
881,11,119.41,9,Month-to-month,Yes,1
882,38,119.41,7,One year,No,0
883,6,119.41,6,Month-to-month,Yes,1
884,23,119.41,7,Month-to-month,No,1
885,47,119.41,8,Month-to-month,No,1
886,46,119.41,4,Month-to-month,No,0
887,12,119.41,4,One year,No,0
888,13,119.41,9,Month-to-month,No,1
889,62,119.41,3,Two year,No,0
890,60,119.41,8,Month-to-month,No,1
891,43,119.41,4,Month-to-month,No,0
892,68,119.41,1,Month-to-month,No,0
893,5,119.41,9,One year,No,1
894,37,119.41,7,One year,No,1
895,31,119.41,6,Two year,No,1
896,9,119.41,7,One year,Yes,1
897,51,119.41,2,Month-to-month,No,0
898,29,119.41,3,One year,No,0
899,40,119.41,4,Two year,No,0
900,41,119.41,5,Month-to-month,Yes,0
901,11,119.41,0,Month-to-month,No,1
902,23,119.41,3,One year,No,0
903,1,119.41,9,Month-to-month,No,1
904,46,119.41,4,Two year,No,0
905,21,119.41,6,Month-to-month,No,1
906,36,119.41,4,Month-to-month,No,0
907,54,119.41,0,Two year,Yes,0
908,57,119.41,6,Two year,No,1
909,1,119.41,7,Month-to-month,No,1
910,63,119.41,6,Two year,No,0
911,54,119.41,3,Month-to-month,No,0
912,55,119.41,7,Month-to-month,No,1
913,40,119.41,4,Two year,No,0
914,15,119.41,9,One year,No,1
915,21,119.41,8,Month-to-month,No,1
916,47,119.41,9,Month-to-month,No,1
917,53,119.41,4,One year,No,0
918,9,119.41,0,Month-to-month,No,1
919,52,119.41,8,One year,Yes,0
920,57,119.41,4,One year,No,0
921,26,119.41,5,Month-to-month,No,0
922,41,119.41,3,One year,Yes,0
923,35,119.41,5,Two year,No,0
924,63,119.41,7,Month-to-month,No,1
925,25,119.41,2,Month-to-month,No,0
926,38,119.41,4,Month-to-month,No,0
927,2,119.41,1,One year,No,0
928,7,119.41,1,Two year,No,0
929,34,119.41,6,Month-to-month,No,1
930,17,119.41,9,Month-to-month,No,1
931,43,119.41,9,Month-to-month,No,1
932,59,119.41,9,One year,No,1
933,51,119.41,5,Month-to-month,No,0
934,54,119.41,3,Two year,Yes,0
935,24,119.41,4,Month-to-month,Yes,0
936,25,119.41,0,One year,No,0
937,71,119.41,6,One year,Yes,0
938,52,119.41,7,One year,No,1
939,70,119.41,8,Month-to-month,No,1
940,33,119.41,7,One year,Yes,0
941,49,119.41,4,Month-to-month,Yes,0
942,29,119.41,2,Month-to-month,No,0
943,63,119.41,9,One year,No,1
944,22,119.41,8,One year,No,1
945,26,119.41,5,Month-to-month,No,0
946,28,119.41,4,Month-to-month,Yes,0
947,49,119.41,2,Two year,Yes,0
948,71,119.41,5,Two year,No,0
949,49,119.41,2,Month-to-month,No,0
950,20,119.41,9,One year,No,1
951,63,119.41,5,Month-to-month,No,0
952,61,119.41,3,One year,No,0
953,49,119.41,1,Two year,Yes,0
954,71,119.41,7,Month-to-month,Yes,1
955,1,119.41,3,One year,No,0
956,13,119.41,8,Month-to-month,No,1
957,51,119.41,6,One year,Yes,0
958,56,119.41,1,One year,No,0
959,62,119.41,3,Two year,No,0
960,32,119.41,4,Month-to-month,No,0
961,30,119.41,2,Month-to-month,Yes,0
962,29,119.41,8,Month-to-month,No,1
963,49,119.41,4,Two year,No,0
964,45,119.41,1,One year,Yes,0
965,30,119.41,2,One year,No,0
966,16,119.41,8,Month-to-month,No,1
967,40,119.41,6,Two year,No,1
968,19,119.41,1,Two year,No,0
969,18,119.41,8,One year,Yes,0
970,1,119.41,3,Month-to-month,No,1
971,47,119.41,8,Month-to-month,No,1
972,66,119.41,1,One year,No,0
973,38,119.41,9,One year,No,1
974,51,119.41,3,Month-to-month,Yes,0
975,63,119.41,4,One year,No,0
976,4,119.41,1,Month-to-month,Yes,1
977,1,119.41,9,One year,Yes,1
978,8,119.41,0,One year,No,0
979,29,119.41,6,Month-to-month,No,1
980,55,119.41,9,One year,Yes,0
981,3,119.41,0,Month-to-month,No,1
982,32,119.41,7,Month-to-month,No,1
983,10,119.41,2,Two year,No,0
984,34,119.41,9,Month-to-month,No,1
985,55,119.41,5,Month-to-month,Yes,0
986,32,119.41,6,Month-to-month,Yes,1
987,50,119.41,9,Month-to-month,No,1
988,7,119.41,0,Month-to-month,Yes,1
989,8,119.41,5,Month-to-month,Yes,1
990,65,119.41,6,One year,No,1
991,57,119.41,5,Month-to-month,No,0
992,67,119.41,3,One year,No,0
993,59,119.41,0,Month-to-month,Yes,0
994,54,119.41,8,Month-to-month,No,1
995,67,119.41,3,Month-to-month,No,0
996,51,119.41,6,Two year,Yes,0
997,8,119.41,6,One year,No,1
998,34,119.41,1,One year,Yes,0
999,35,119.41,0,Month-to-month,No,0
1000,32,119.41,7,Two year,No,1
1001,46,119.41,7,Month-to-month,No,1
1002,16,119.41,6,Month-to-month,Yes,1
1003,68,119.41,7,One year,Yes,0
1004,37,119.41,2,Month-to-month,No,0
1005,54,119.41,1,Two year,No,0
1006,14,119.41,6,Month-to-month,Yes,1
1007,55,119.41,7,Two year,Yes,1
1008,48,119.41,0,One year,No,0
1009,7,119.41,9,One year,No,1
1010,7,119.41,8,Month-to-month,Yes,1
1011,33,119.41,3,Month-to-month,No,0
1012,23,119.41,3,Two year,No,0
1013,19,119.41,2,Month-to-month,No,0
1014,19,119.41,5,One year,No,0
1015,36,119.41,0,Two year,No,0
1016,29,119.41,5,Month-to-month,Yes,0
1017,60,119.41,1,One year,Yes,0
1018,2,119.41,8,One year,No,1
1019,1,119.41,1,Month-to-month,No,1
1020,47,119.41,6,Month-to-month,No,1
1021,69,119.41,0,Month-to-month,No,0
1022,20,119.41,6,Month-to-month,No,1
1023,11,119.41,4,One year,Yes,0
1024,2,119.41,7,Month-to-month,No,1
1025,67,119.41,3,Two year,No,0
1026,12,119.41,9,Month-to-month,Yes,1
1027,20,119.41,6,One year,No,0
1028,5,119.41,5,One year,No,0
1029,37,119.41,4,Month-to-month,No,0
1030,38,119.41,3,Month-to-month,Yes,0
1031,9,119.41,6,One year,Yes,1
1032,53,119.41,4,Two year,No,0
1033,44,119.41,4,Month-to-month,No,0
1034,24,119.41,0,Month-to-month,Yes,0
1035,30,119.41,1,Month-to-month,No,0
1036,59,119.41,4,Month-to-month,No,0
1037,14,119.41,2,One year,No,0
1038,9,119.41,1,Two year,No,0
1039,40,119.41,3,Month-to-month,No,0
1040,66,119.41,3,Two year,Yes,0
1041,25,119.41,3,Month-to-month,No,0
1042,22,119.41,3,One year,No,0
1043,4,119.41,2,Month-to-month,Yes,1
1044,26,119.41,6,Month-to-month,No,1
1045,58,119.41,8,Month-to-month,No,1
1046,29,119.41,4,Month-to-month,No,0
1047,37,119.41,3,One year,No,0
1048,70,119.41,1,One year,No,0
1049,18,119.41,1,Month-to-month,No,0
1050,42,119.41,4,Two year,Yes,0
1051,41,119.41,6,Month-to-month,No,1
1052,38,119.41,9,One year,No,1
1053,34,119.41,9,Month-to-month,Yes,1
1054,17,119.41,8,Month-to-month,No,1
1055,37,119.41,6,Month-to-month,No,1
1056,25,119.41,4,One year,No,0
1057,27,119.41,9,One year,Yes,1
1058,57,119.41,9,Month-to-month,No,1
1059,31,119.41,9,Month-to-month,Yes,1
1060,6,119.41,5,Month-to-month,No,1
1061,40,119.41,2,One year,No,0
1062,12,119.41,4,One year,No,0
1063,53,119.41,7,Month-to-month,No,1
1064,71,119.41,0,Month-to-month,Yes,0
1065,10,119.41,0,One year,No,0
1066,45,119.41,6,Month-to-month,No,1
1067,17,119.41,4,Month-to-month,No,0
1068,26,119.41,4,Month-to-month,No,0
1069,62,119.41,0,Month-to-month,Yes,0
1070,46,119.41,8,One year,Yes,1
1071,64,119.41,0,One year,Yes,0
1072,2,119.41,4,Month-to-month,No,1
1073,54,119.41,9,One year,Yes,1
1074,65,119.41,8,Month-to-month,Yes,1
1075,51,119.41,3,Two year,No,0
1076,53,119.41,7,One year,No,0
1077,36,119.41,5,One year,No,0
1078,26,119.41,2,Month-to-month,No,0
1079,29,119.41,3,Month-to-month,No,0
1080,21,119.41,1,Month-to-month,No,0
1081,11,119.41,0,One year,No,0
1082,40,119.41,7,Month-to-month,No,1
1083,11,119.41,0,Two year,Yes,0
1084,36,119.41,0,Two year,Yes,0
1085,59,119.41,3,One year,Yes,0
1086,39,119.41,9,Two year,No,1
1087,54,119.41,9,Month-to-month,No,1
1088,55,119.41,5,Month-to-month,No,0
1089,24,119.41,8,Month-to-month,Yes,1
1090,22,119.41,0,One year,No,0
1091,69,119.41,6,Month-to-month,No,1
1092,56,119.41,9,Two year,No,0
1093,33,119.41,4,Month-to-month,Yes,0
1094,36,119.41,7,Month-to-month,Yes,1
1095,20,119.41,6,Two year,No,0
1096,62,119.41,3,Month-to-month,No,0
1097,26,119.41,3,Month-to-month,Yes,0
1098,66,119.41,5,One year,Yes,0
1099,40,119.41,5,Month-to-month,No,0
1100,17,119.41,8,Month-to-month,No,1
1101,1,119.41,4,Month-to-month,Yes,1
1102,61,119.41,7,Month-to-month,No,1
1103,43,119.41,4,Two year,No,0
1104,42,119.41,1,Two year,No,0
1105,25,119.41,5,Month-to-month,No,0
1106,39,119.41,8,Month-to-month,No,1
1107,35,119.41,2,Month-to-month,No,0
1108,3,119.41,0,Two year,No,0
1109,44,119.41,0,Month-to-month,No,0
1110,51,119.41,2,Month-to-month,No,0
1111,12,119.41,9,One year,No,1
1112,19,119.41,4,Two year,No,0
1113,44,119.41,2,Month-to-month,Yes,0
1114,59,119.41,8,Month-to-month,No,1
1115,49,119.41,7,Month-to-month,No,1
1116,61,119.41,2,Month-to-month,No,0
1117,17,119.41,8,One year,No,0
1118,57,119.41,5,One year,Yes,0
1119,55,119.41,6,One year,No,0
1120,47,119.41,3,Month-to-month,No,0
1121,12,119.41,3,Month-to-month,No,0
1122,62,119.41,1,Month-to-month,No,0
1123,8,119.41,4,Month-to-month,Yes,1
1124,21,119.41,7,One year,No,0
1125,70,119.41,6,Month-to-month,No,1
1126,25,119.41,6,Month-to-month,No,1
1127,12,119.41,5,Month-to-month,No,0
1128,15,119.41,2,Month-to-month,No,0
1129,59,119.41,4,Month-to-month,No,0
1130,26,119.41,0,Two year,Yes,0
1131,26,119.41,6,Month-to-month,No,1
1132,47,119.41,8,One year,No,0
1133,32,119.41,0,Month-to-month,No,0
1134,10,119.41,1,Month-to-month,No,1
1135,16,119.41,2,Two year,No,0
1136,71,119.41,2,Month-to-month,No,0
1137,17,119.41,7,One year,No,0
1138,23,119.41,6,Month-to-month,No,1
1139,26,119.41,5,One year,Yes,0
1140,7,119.41,9,One year,No,1
1141,14,119.41,9,Two year,No,0
1142,7,119.41,3,Two year,No,0
1143,9,119.41,8,One year,No,1
1144,48,119.41,0,Month-to-month,No,0
1145,59,119.41,1,One year,No,0
1146,39,119.41,3,One year,Yes,0
1147,18,119.41,2,Month-to-month,No,0
1148,59,119.41,0,Month-to-month,No,0
1149,17,119.41,4,Two year,Yes,0
1150,14,119.41,6,Month-to-month,No,1
1151,31,119.41,1,Month-to-month,No,0
1152,24,119.41,4,Two year,No,0
1153,60,119.41,5,Month-to-month,No,0
1154,45,119.41,6,Month-to-month,No,1
1155,3,119.41,0,One year,No,0
1156,37,119.41,6,Month-to-month,No,1
1157,43,119.41,3,One year,Yes,0
1158,40,119.41,7,Month-to-month,Yes,1
1159,55,119.41,3,Month-to-month,Yes,0
1160,39,119.41,5,Month-to-month,Yes,0
1161,15,119.41,8,Two year,Yes,1
1162,4,119.41,4,Month-to-month,Yes,1
1163,25,119.41,3,Month-to-month,Yes,0
1164,13,119.41,7,Month-to-month,No,1
1165,33,119.41,8,Month-to-month,No,1
1166,16,119.41,3,Month-to-month,No,0
1167,42,119.41,2,Month-to-month,Yes,0
1168,66,119.41,7,One year,No,1
1169,55,119.41,4,Month-to-month,No,0
1170,42,119.41,1,One year,Yes,0
1171,34,119.41,9,One year,No,1
1172,30,119.41,8,Month-to-month,No,1
1173,13,119.41,2,Month-to-month,No,0
1174,13,119.41,1,One year,No,0
1175,18,119.41,0,One year,No,0
1176,32,119.41,7,Month-to-month,No,1
1177,39,119.41,2,Two year,Yes,0
1178,46,119.41,6,Month-to-month,Yes,1
1179,29,119.41,0,Month-to-month,No,0
1180,62,119.41,0,Month-to-month,Yes,0
1181,62,119.41,8,Two year,Yes,0
1182,57,119.41,7,One year,No,1
1183,16,119.41,2,One year,No,0
1184,56,119.41,5,Month-to-month,Yes,0
1185,10,119.41,2,Month-to-month,Yes,1
1186,30,119.41,3,Month-to-month,No,0
1187,25,119.41,0,Two year,No,0
1188,5,119.41,4,Month-to-month,Yes,1
1189,65,119.41,0,Month-to-month,No,0
1190,49,119.41,0,Month-to-month,No,0
1191,3,119.41,9,Two year,No,1
1192,45,119.41,6,Month-to-month,Yes,1
1193,14,119.41,5,Month-to-month,No,0
1194,30,119.41,1,Month-to-month,No,0
1195,68,119.41,1,Two year,Yes,0
1196,18,119.41,6,Two year,No,0
1197,62,119.41,0,One year,Yes,0
1198,37,119.41,1,Month-to-month,No,0
1199,25,119.41,7,Month-to-month,Yes,1
1200,48,119.41,5,Two year,No,0
1201,65,119.41,1,Month-to-month,No,0
1202,53,119.41,6,Month-to-month,No,1
1203,15,119.41,3,Month-to-month,No,0
1204,49,119.41,1,Two year,Yes,0
1205,68,119.41,5,Month-to-month,No,0
1206,12,119.41,8,One year,No,1
1207,59,119.41,8,Two year,Yes,0
1208,37,119.41,7,Month-to-month,No,1
1209,61,119.41,2,Month-to-month,Yes,0
1210,43,119.41,2,Two year,No,0
1211,70,119.41,1,Two year,No,0
1212,39,119.41,4,Two year,Yes,0
1213,56,119.41,3,One year,No,0
1214,63,119.41,6,Month-to-month,No,1
1215,46,119.41,3,Two year,No,0
1216,11,119.41,8,Month-to-month,No,1
1217,62,119.41,1,Two year,Yes,0
1218,25,119.41,5,Two year,No,0
1219,71,119.41,6,One year,No,1
1220,52,119.41,3,Two year,Yes,0
1221,4,119.41,5,One year,No,0
1222,59,119.41,6,Month-to-month,Yes,1
1223,20,119.41,3,One year,Yes,0
1224,63,119.41,7,Month-to-month,No,1
1225,54,119.41,8,One year,No,0
1226,57,119.41,0,Month-to-month,No,0
1227,41,119.41,6,Month-to-month,No,1
1228,3,119.41,8,Two year,No,1
1229,6,119.41,9,Two year,No,1
1230,5,119.41,4,Month-to-month,No,1
1231,5,119.41,1,One year,Yes,0
1232,54,119.41,9,One year,No,0
1233,47,119.41,5,Two year,Yes,0
1234,49,119.41,6,Month-to-month,No,1
1235,9,119.41,1,One year,No,0
1236,20,119.41,1,Two year,No,0
1237,61,119.41,9,Month-to-month,Yes,1
1238,35,119.41,9,Two year,Yes,0
1239,50,119.41,0,Two year,No,0
1240,62,119.41,3,Two year,No,0
1241,17,119.41,6,Month-to-month,No,1
1242,3,119.41,8,Month-to-month,No,1
1243,32,119.41,2,Two year,No,0
1244,13,119.41,6,Month-to-month,Yes,1
1245,68,119.41,6,One year,No,0
1246,14,119.41,6,Month-to-month,No,1
1247,11,119.41,1,Month-to-month,Yes,1
1248,56,119.41,5,Month-to-month,Yes,0
1249,67,119.41,1,One year,No,0
1250,29,119.41,5,Month-to-month,No,0
1251,9,119.41,9,One year,Yes,1
1252,67,119.41,2,One year,No,0
1253,25,119.41,1,One year,Yes,0
1254,42,119.41,5,One year,No,0
1255,9,119.41,1,Month-to-month,Yes,1
1256,40,119.41,4,Month-to-month,No,0
1257,25,119.41,1,Month-to-month,Yes,0
1258,5,119.41,2,One year,No,0
1259,11,119.41,2,One year,No,0
1260,59,119.41,5,Month-to-month,Yes,0
1261,38,119.41,5,Month-to-month,No,0
1262,5,119.41,9,One year,Yes,1
1263,48,119.41,2,Month-to-month,No,0
1264,18,119.41,2,Two year,No,0
1265,70,119.41,0,Month-to-month,No,0
1266,37,119.41,6,Two year,No,1
1267,60,119.41,7,Month-to-month,No,1
1268,48,119.41,1,Month-to-month,Yes,0
1269,28,119.41,3,Month-to-month,No,0
1270,69,119.41,9,Month-to-month,No,1
1271,40,119.41,6,Month-to-month,No,1
1272,45,119.41,7,Month-to-month,Yes,1
1273,62,119.41,0,One year,No,0
1274,58,119.41,3,Month-to-month,No,0
1275,67,119.41,5,One year,No,0
1276,56,119.41,2,Month-to-month,No,0
1277,40,119.41,4,Two year,Yes,0
1278,40,119.41,9,One year,Yes,0
1279,33,119.41,8,Month-to-month,Yes,1
1280,6,119.41,2,Month-to-month,No,1
1281,19,119.41,4,Month-to-month,Yes,0
1282,40,119.41,7,Month-to-month,No,1
1283,59,119.41,5,One year,No,0
1284,59,119.41,3,One year,No,0
1285,48,119.41,7,Two year,No,1
1286,41,119.41,2,One year,No,0
1287,13,119.41,2,Two year,No,0
1288,45,119.41,3,Two year,Yes,0
1289,53,119.41,8,Two year,No,1
1290,42,119.41,4,Month-to-month,No,0
1291,63,119.41,7,Month-to-month,No,1
1292,27,119.41,5,Month-to-month,No,0
1293,38,119.41,2,One year,No,0
1294,60,119.41,7,Month-to-month,No,1
1295,7,119.41,8,Month-to-month,No,1
1296,5,119.41,7,Month-to-month,No,1
1297,45,119.41,3,Month-to-month,No,0
1298,58,119.41,5,One year,Yes,0
1299,31,119.41,0,Month-to-month,No,0
1300,23,119.41,3,One year,No,0
1301,42,119.41,7,One year,No,0
1302,10,119.41,0,Month-to-month,No,1
1303,32,119.41,2,One year,No,0
1304,53,119.41,0,One year,No,0
1305,30,119.41,8,Month-to-month,No,1
1306,39,119.41,1,Month-to-month,Yes,0
1307,31,119.41,8,Month-to-month,No,1
1308,2,119.41,3,One year,Yes,0
1309,12,119.41,1,One year,Yes,0
1310,39,119.41,3,Month-to-month,No,0
1311,66,119.41,9,Month-to-month,No,1
1312,13,119.41,5,Month-to-month,Yes,0
1313,46,119.41,6,Two year,No,0
1314,27,119.41,2,Month-to-month,No,0
1315,17,119.41,2,Two year,Yes,0
1316,60,119.41,9,Month-to-month,No,1
1317,64,119.41,7,One year,No,0
1318,35,119.41,4,One year,No,0
1319,70,119.41,3,One year,Yes,0
1320,30,119.41,6,Month-to-month,Yes,1
1321,71,119.41,6,One year,No,0
1322,63,119.41,8,Month-to-month,No,1
1323,28,119.41,8,Month-to-month,No,1
1324,60,119.41,4,One year,No,0
1325,37,119.41,7,Two year,Yes,1
1326,22,119.41,9,One year,No,0
1327,68,119.41,0,Month-to-month,No,0
1328,20,119.41,8,One year,No,0
1329,68,119.41,7,One year,No,1
1330,64,119.41,5,Two year,No,0
1331,17,119.41,2,Two year,No,0
1332,12,119.41,2,One year,No,0
1333,22,119.41,7,Month-to-month,No,1
1334,17,119.41,4,One year,No,0
1335,10,119.41,9,One year,No,1
1336,65,119.41,6,Two year,Yes,1
1337,22,119.41,4,Month-to-month,Yes,0
1338,50,119.41,7,Month-to-month,No,1
1339,14,119.41,9,Month-to-month,No,1
1340,64,119.41,9,One year,No,0
1341,47,119.41,3,Two year,Yes,0
1342,29,119.41,1,Month-to-month,No,0
1343,36,119.41,2,One year,Yes,0
1344,52,119.41,7,One year,No,0
1345,7,119.41,6,One year,No,1
1346,29,119.41,1,Month-to-month,No,0
1347,11,119.41,5,Two year,No,0
1348,33,119.41,8,Month-to-month,No,1
1349,6,119.41,3,One year,No,0
1350,32,119.41,8,Month-to-month,No,1
1351,51,119.41,1,Month-to-month,Yes,0
1352,58,119.41,1,Two year,No,0
1353,26,119.41,8,Month-to-month,No,1
1354,46,119.41,6,Month-to-month,No,1
1355,29,119.41,6,One year,No,0
1356,4,119.41,0,One year,No,0
1357,13,119.41,5,One year,No,0
1358,39,119.41,6,Month-to-month,No,1
1359,15,119.41,5,Month-to-month,No,0
1360,29,119.41,5,Month-to-month,No,0
1361,29,119.41,1,Month-to-month,No,0
1362,32,119.41,5,Two year,No,0
1363,2,119.41,3,Month-to-month,No,1
1364,47,119.41,8,Month-to-month,No,1
1365,22,119.41,0,Month-to-month,Yes,0
1366,27,119.41,7,Month-to-month,No,1
1367,67,119.41,4,One year,No,0
1368,56,119.41,0,One year,No,0
1369,21,119.41,3,Month-to-month,No,0
1370,47,119.41,0,Month-to-month,No,0
1371,59,119.41,5,Month-to-month,No,0
1372,6,119.41,1,One year,No,0
1373,19,119.41,4,One year,No,0
1374,57,119.41,6,Month-to-month,No,1
1375,69,119.41,1,Month-to-month,Yes,0
1376,3,119.41,5,One year,No,0
1377,1,119.41,5,Two year,Yes,0
1378,58,119.41,4,Two year,No,0
1379,38,119.41,4,Month-to-month,No,0
1380,15,119.41,2,Month-to-month,No,0
1381,34,119.41,9,Month-to-month,Yes,1
1382,61,119.41,9,One year,Yes,0
1383,35,119.41,1,Two year,No,0
1384,64,119.41,6,Month-to-month,No,1
1385,25,119.41,0,Month-to-month,No,0
1386,24,119.41,5,Month-to-month,Yes,0
